Bezirksregierung,Kreis,Schulform,Schulnummer,Schulname,Sozialindex
BR Köln,Städteregion Aachen,Grundschule,117250,"Würselen, GG (Verb.) Wurmtalschule",5
BR Köln,Städteregion Aachen,Grundschule,151166,"Aachen, GG Montessori",4
BR Köln,Städteregion Aachen,Grundschule,183337,"Aachen, GG (Verb.) Richterich",3
BR Köln,Städteregion Aachen,Grundschule,183416,"Herzogenrath, GG Kohlscheid-Mitte",4
BR Köln,Städteregion Aachen,Grundschule,184846,"Würselen, GG Friedrichstr.",6
BR Köln,Städteregion Aachen,Grundschule,188268,"Aachen, GG Montessori-Schule",8
BR Köln,Städteregion Aachen,Grundschule,188864,"Aachen, GG Gut Kullen",4
BR Köln,Städteregion Aachen,Grundschule,190240,"Aachen, GG Montessori Grundschule",6
BR Köln,Städteregion Aachen,Grundschule,193173,"Herzogenrath, GG Dietrich-Bonhoeffer",4
BR Köln,Städteregion Aachen,Grundschule,193975,"Aachen, GG Brander Feld",4
BR Köln,Städteregion Aachen,Hauptschule,142359,"Aachen, GH Drimborn",8
BR Köln,Städteregion Aachen,Hauptschule,142426,"Aachen, GH Aretzstr.",9
BR Köln,Städteregion Aachen,Hauptschule,142529,"Eschweiler, GH Adam-Ries-Schule",7
BR Köln,Städteregion Aachen,Realschule,160787,"Aachen, RS Hugo-Junkers-Realschule",8
BR Köln,Städteregion Aachen,Realschule,160805,"Aachen, RS Luise-Hensel",4
BR Köln,Städteregion Aachen,Realschule,160829,"Alsdorf, RS im KuBiz",4
BR Köln,Städteregion Aachen,Realschule,160830,"Baesweiler, RS Setterich",5
BR Köln,Städteregion Aachen,Realschule,160842,"Eschweiler, RS Patternhof",5
BR Köln,Städteregion Aachen,Realschule,189340,"Aachen, RS Alkuinschule",6
BR Köln,Städteregion Aachen,Realschule,194153,"Alsdorf, RS Marienschule",3
BR Köln,Städteregion Aachen,Sekundarschule,197701,"Simmerath, SK Walter-Bachmann-Straße",2
BR Köln,Städteregion Aachen,Gesamtschule,100016,"Stolberg, GE Kupferstädter",5
BR Köln,Städteregion Aachen,Gesamtschule,189110,"Aachen, GE Heinrich-Heine-Schule",6
BR Köln,Städteregion Aachen,Gesamtschule,190070,"Eschweiler, GE Waldschule",5
BR Köln,Städteregion Aachen,Gesamtschule,190251,"Alsdorf, GE Gustav-Heinemann-Schule",5
BR Köln,Städteregion Aachen,Gesamtschule,190688,"Aachen, GE Brand",5
BR Köln,Städteregion Aachen,Gesamtschule,191383,"Herzogenrath, GE Europaschule",4
BR Köln,Städteregion Aachen,Gesamtschule,193458,"Aachen, GE Maria-Montessori",6
BR Köln,Städteregion Aachen,Gesamtschule,196290,"Aachen, GE Sandkaulstraße",5
BR Köln,Städteregion Aachen,Gesamtschule,196721,"Stolberg, GE Sperberweg",5
BR Köln,Städteregion Aachen,Gesamtschule,197348,"Herzogenrath, GE Maria-Sibylla-Merian",3
BR Köln,Städteregion Aachen,Gesamtschule,199515,"Würselen, GE Krottstraße",5
BR Köln,Städteregion Aachen,Gymnasium,167290,"Aachen, Gym Kaiser-Karls",3
BR Köln,Städteregion Aachen,Gymnasium,167319,"Aachen, Gym Rhein-Maas",3
BR Köln,Städteregion Aachen,Gymnasium,167320,"Aachen, Gym Anne-Frank",2
BR Köln,Städteregion Aachen,Gymnasium,167332,"Aachen, Gym Couven",4
BR Köln,Städteregion Aachen,Gymnasium,167356,"Aachen, Gym Einhard",3
BR Köln,Städteregion Aachen,Gymnasium,167368,"Aachen, Gym St.Leonhard",3
BR Köln,Städteregion Aachen,Gymnasium,167381,"Aachen, Gym Geschwister-Scholl",7
BR Köln,Städteregion Aachen,Gymnasium,167393,"Aachen, Gym Inda",2
BR Köln,Städteregion Aachen,Gymnasium,167400,"Alsdorf, Gym Alsdorf",3
BR Köln,Städteregion Aachen,Gymnasium,167411,"Baesweiler, Gym Otto-Hahn-Str.",3
BR Köln,Städteregion Aachen,Gymnasium,167435,"Eschweiler, Gym Peter-Paul-Str.",4
BR Köln,Städteregion Aachen,Gymnasium,167447,"Herzogenrath, Gym Bardenberger Str.",2
BR Köln,Städteregion Aachen,Gymnasium,167459,"Monschau, Gym St. Michael",2
BR Köln,Städteregion Aachen,Gymnasium,167460,"Stolberg, Gym Ritzefeld",3
BR Köln,Städteregion Aachen,Gymnasium,167472,"Stolberg, Gym Goethe",3
BR Köln,Städteregion Aachen,Gymnasium,167484,"Würselen, Gym Klosterstraße",3
BR Münster,Kreis Borken,Grundschule,100178,"Gronau, GG neue Grundsch. i. Stadtwesten",ohne
BR Münster,Kreis Borken,Grundschule,109915,"Isselburg, GG (Verb.) Isselschule",3
BR Münster,Kreis Borken,Grundschule,118590,"Bocholt, KG Clemens-Dülmer-Schule",4
BR Münster,Kreis Borken,Grundschule,118606,"Bocholt, GG (Verb.) Ludgerus",4
BR Münster,Kreis Borken,Grundschule,118620,"Bocholt, KG Josef",3
BR Münster,Kreis Borken,Grundschule,118655,"Bocholt, KG Clemens-August",3
BR Münster,Kreis Borken,Grundschule,118680,"Bocholt, GG (Verb.) Maria Montessori",5
BR Münster,Kreis Borken,Grundschule,120169,"Ahaus, KG Andreas",1
BR Münster,Kreis Borken,Grundschule,120170,"Ahaus, KG (Verb.) Josefschule",2
BR Münster,Kreis Borken,Grundschule,120182,"Ahaus, KG Aabach",3
BR Münster,Kreis Borken,Grundschule,120194,"Ahaus, GG Pestalozzischule",5
BR Münster,Kreis Borken,Grundschule,120200,"Gronau, GG Viktoria",5
BR Münster,Kreis Borken,Grundschule,120224,"Gronau, GG Martin-Luther-Schule",8
BR Münster,Kreis Borken,Grundschule,120236,"Gronau, GG Buterland",6
BR Münster,Kreis Borken,Grundschule,120248,"Gronau, GG Eilermark",5
BR Münster,Kreis Borken,Grundschule,120250,"Gronau, GG Lindenschule",7
BR Münster,Kreis Borken,Grundschule,120261,"Stadtlohn, KG Hilgenberg",3
BR Münster,Kreis Borken,Grundschule,120273,"Stadtlohn, KG Hordt",2
BR Münster,Kreis Borken,Grundschule,120285,"Stadtlohn, KG Gescher-Dyk",1
BR Münster,Kreis Borken,Grundschule,120297,"Stadtlohn, KG Fliednerschule",4
BR Münster,Kreis Borken,Grundschule,120315,"Vreden, KG St. Marien-Schule",2
BR Münster,Kreis Borken,Grundschule,120327,"Vreden, KG St. Norbert-Schule",3
BR Münster,Kreis Borken,Grundschule,120364,"Vreden, GG Hamaland-Schule",1
BR Münster,Kreis Borken,Grundschule,120376,"Gronau, KG Georg",1
BR Münster,Kreis Borken,Grundschule,120388,"Gronau, KG Bernhard-Overberg",2
BR Münster,Kreis Borken,Grundschule,120390,"Gronau, KG Hermann-Löns-Schule",4
BR Münster,Kreis Borken,Grundschule,120418,"Legden, KG (Verb-) Brigiden",2
BR Münster,Kreis Borken,Grundschule,120420,"Südlohn, KG Von-Galen",3
BR Münster,Kreis Borken,Grundschule,120431,"Südlohn, KG St. Vitus",2
BR Münster,Kreis Borken,Grundschule,120443,"Schöppingen, KG Brictius",2
BR Münster,Kreis Borken,Grundschule,120455,"Ahaus, KG Katharinenschule Alstätte",2
BR Münster,Kreis Borken,Grundschule,120467,"Ahaus, KG Burgschule Ottenstein",2
BR Münster,Kreis Borken,Grundschule,120480,"Ahaus, KG Gottfried-von-Kappenberg",2
BR Münster,Kreis Borken,Grundschule,120881,"Isselburg, KG Anholt",2
BR Münster,Kreis Borken,Grundschule,120893,"Borken, KG Johann-Walling-Schule",5
BR Münster,Kreis Borken,Grundschule,120923,"Borken, KG (Verb.) Josefschule",2
BR Münster,Kreis Borken,Grundschule,120935,"Borken, KG Remigiusschule",2
BR Münster,Kreis Borken,Grundschule,120947,"Borken, KG Roncalli-Schule Weseke",2
BR Münster,Kreis Borken,Grundschule,120959,"Borken, KG Cordula-Schule",2
BR Münster,Kreis Borken,Grundschule,120960,"Borken, KG Astrid-Lindgren-Schule",1
BR Münster,Kreis Borken,Grundschule,120984,"Rhede, KG Ludgerus",3
BR Münster,Kreis Borken,Grundschule,120996,"Rhede, KG Overbergschule",2
BR Münster,Kreis Borken,Grundschule,121009,"Raesfeld, KG St.-Sebastian",2
BR Münster,Kreis Borken,Grundschule,121010,"Reken, GG Antoniusschule",2
BR Münster,Kreis Borken,Grundschule,121022,"Reken, GG Michaelschule",3
BR Münster,Kreis Borken,Grundschule,121034,"Reken, KG Ellering-Schule",1
BR Münster,Kreis Borken,Grundschule,121046,"Heiden, KG Marienschule",2
BR Münster,Kreis Borken,Grundschule,121095,"Bocholt, KG St.-Bernhard-Schule",2
BR Münster,Kreis Borken,Grundschule,121113,"Bocholt, KG (Verb.) Liebfrauen",1
BR Münster,Kreis Borken,Grundschule,121149,"Velen, KG Walburgisschule",2
BR Münster,Kreis Borken,Grundschule,121150,"Velen, KG Andreas-Schule",2
BR Münster,Kreis Borken,Grundschule,121320,"Gescher, GG Von-Galen-Schule",3
BR Münster,Kreis Borken,Grundschule,121332,"Gescher, GG (Verb.) Hand in Hand",2
BR Münster,Kreis Borken,Grundschule,151403,"Bocholt, GG Biemenhorster",3
BR Münster,Kreis Borken,Grundschule,151415,"Bocholt, GG Kreuzschule Mussum",1
BR Münster,Kreis Borken,Grundschule,151490,"Raesfeld, KG Silvesterschule Erle",1
BR Münster,Kreis Borken,Grundschule,183465,"Heek, KG Alexander-Hegius",2
BR Münster,Kreis Borken,Grundschule,183477,"Heek, KG Bischof-Martin Nienborg",2
BR Münster,Kreis Borken,Grundschule,185619,"Rhede, KG Piusschule",1
BR Münster,Kreis Borken,Grundschule,194244,"Bocholt, GG Annette-von-Droste-Hülshoff",5
BR Münster,Kreis Borken,Hauptschule,143212,"Bocholt, GH Hohe-Giethorst-Schule",6
BR Münster,Kreis Borken,Hauptschule,143224,"Bocholt, KH Arnold-Janssen-Schule",4
BR Münster,Kreis Borken,Hauptschule,143996,"Stadtlohn, GH Losbergschule",4
BR Münster,Kreis Borken,Realschule,161070,"Bocholt, RS Albert-Schweitzer-Schule",2
BR Münster,Kreis Borken,Realschule,161081,"Bocholt, RS Israhel-van-Meckenem",2
BR Münster,Kreis Borken,Realschule,161317,"Gronau, RS Fridtjof-Nansen",5
BR Münster,Kreis Borken,Realschule,161329,"Stadtlohn, RS Herta-Lebenstein",1
BR Münster,Kreis Borken,Realschule,185875,"Ahaus, RS Anne-Frank-Schule",2
BR Münster,Kreis Borken,Realschule,192156,"Borken, RS Maria-Sibylla-Merian",2
BR Münster,Kreis Borken,Sekundarschule,198274,"Vreden, SK Schulstraße",2
BR Münster,Kreis Borken,Sekundarschule,198286,"Reken, SK Hohe Mark",2
BR Münster,Kreis Borken,Sekundarschule,199187,"Heek, SK Donaustraße",3
BR Münster,Kreis Borken,Sekundarschule,199199,"Schöppingen, SK Bergstiege",3
BR Münster,Kreis Borken,Gesamtschule,100024,"Gronau, GE Euregioschule",3
BR Münster,Kreis Borken,Gesamtschule,197798,"Rhede, GE Büssingstraße",2
BR Münster,Kreis Borken,Gesamtschule,197816,"Ahaus, GE Irena-Sendler",2
BR Münster,Kreis Borken,Gesamtschule,198171,"Gescher, GE Borkener Damm",2
BR Münster,Kreis Borken,Gesamtschule,198237,"Borken, GE Jodocus Nünning",2
BR Münster,Kreis Borken,Gesamtschule,198298,"Bocholt, GE Rheinstraße",3
BR Münster,Kreis Borken,Gesamtschule,199163,"Gronau, GE Laubstiege",6
BR Münster,Kreis Borken,Gesamtschule,199977,"Borken, GE Julia-Koppers-Gesamtschule",3
BR Münster,Kreis Borken,Gymnasium,167678,"Bocholt, Gym St.-Georg-Gymnasium Bocholt",2
BR Münster,Kreis Borken,Gymnasium,167680,"Bocholt, Gym Marien",3
BR Münster,Kreis Borken,Gymnasium,167988,"Ahaus, Gym Alexander-Hegius",2
BR Münster,Kreis Borken,Gymnasium,167990,"Gronau, Gym Werner-von-Siemens",3
BR Münster,Kreis Borken,Gymnasium,168002,"Vreden, Gym Georgianum",2
BR Münster,Kreis Borken,Gymnasium,168087,"Borken, Gym Remigianum",2
BR Münster,Kreis Borken,Gymnasium,183568,"Bocholt, Gym Euregio-Gymnasium",2
BR Münster,Kreis Borken,Gymnasium,192752,"Stadtlohn, Gym Geschwister-Scholl",1
BR Münster,Kreis Coesfeld,Grundschule,121162,"Coesfeld, KG Maria-Frieden-Schule",2
BR Münster,Kreis Coesfeld,Grundschule,121174,"Coesfeld, KG Ludgerischule",2
BR Münster,Kreis Coesfeld,Grundschule,121186,"Coesfeld, KG Laurentiusschule",2
BR Münster,Kreis Coesfeld,Grundschule,121198,"Coesfeld, KG Lamberti",2
BR Münster,Kreis Coesfeld,Grundschule,121216,"Coesfeld, EG Martin-Luther-Schule",2
BR Münster,Kreis Coesfeld,Grundschule,121241,"Dülmen, EG (Verb.) P.-Gerhardt/K.-v.-Gal",4
BR Münster,Kreis Coesfeld,Grundschule,121253,"Dülmen, KG Augustinusschule",3
BR Münster,Kreis Coesfeld,Grundschule,121265,"Dülmen, KG(Verb.)Anna-Katharina-Emmerick",2
BR Münster,Kreis Coesfeld,Grundschule,121289,"Billerbeck, KG Ludgerischule",2
BR Münster,Kreis Coesfeld,Grundschule,121290,"Dülmen, KG Ludgerusschule",2
BR Münster,Kreis Coesfeld,Grundschule,121307,"Dülmen, KG St. Georg",1
BR Münster,Kreis Coesfeld,Grundschule,121368,"Dülmen, KG St. Mauritius",2
BR Münster,Kreis Coesfeld,Grundschule,121393,"Rosendahl, KG Nikolausschule",1
BR Münster,Kreis Coesfeld,Grundschule,121400,"Rosendahl, KG Antoniusschule",2
BR Münster,Kreis Coesfeld,Grundschule,121411,"Rosendahl, KG Sebastianschule",2
BR Münster,Kreis Coesfeld,Grundschule,121423,"Nottuln, KG Sebastianschule",1
BR Münster,Kreis Coesfeld,Grundschule,121435,"Coesfeld, KG Kardinal-von-Galen-Schule",2
BR Münster,Kreis Coesfeld,Grundschule,121538,"Ascheberg, KG (Verb.) Lambertusschule",2
BR Münster,Kreis Coesfeld,Grundschule,121551,"Senden, GG Bonhoeffer",2
BR Münster,Kreis Coesfeld,Grundschule,121563,"Senden, KG Marienschule",5
BR Münster,Kreis Coesfeld,Grundschule,121691,"Ascheberg, KG Marien",2
BR Münster,Kreis Coesfeld,Grundschule,121721,"Lüdinghausen, KG Ostwallschule",2
BR Münster,Kreis Coesfeld,Grundschule,121733,"Lüdinghausen, KG Ludgeri",4
BR Münster,Kreis Coesfeld,Grundschule,121745,"Lüdinghausen, KG Marien",2
BR Münster,Kreis Coesfeld,Grundschule,121769,"Nordkirchen, KG Mauritiusschule",1
BR Münster,Kreis Coesfeld,Grundschule,121770,"Nordkirchen, KG (Verb.) Hauptstraße",1
BR Münster,Kreis Coesfeld,Grundschule,121794,"Olfen, KG Wieschhofschule",2
BR Münster,Kreis Coesfeld,Grundschule,121800,"Senden, KG Davert",2
BR Münster,Kreis Coesfeld,Grundschule,121885,"Havixbeck, KG Baumberge-Schule",2
BR Münster,Kreis Coesfeld,Grundschule,121915,"Nottuln, KG Marienschule",4
BR Münster,Kreis Coesfeld,Grundschule,121927,"Nottuln, KG St. Martinus-Schule",2
BR Münster,Kreis Coesfeld,Grundschule,185462,"Senden, GG Bösensell",1
BR Münster,Kreis Coesfeld,Grundschule,192340,"Nottuln, KG Astrid-Lindgren-Schule",3
BR Münster,Kreis Coesfeld,Grundschule,193148,"Dülmen, GG Dernekamp",2
BR Münster,Kreis Coesfeld,Hauptschule,144411,"Coesfeld, GH Kreuz",3
BR Münster,Kreis Coesfeld,Hauptschule,144447,"Dülmen, KH Kardinal-von-Galen-Schule",4
BR Münster,Kreis Coesfeld,Hauptschule,144599,"Senden, GH Edith-Stein-Schule",4
BR Münster,Kreis Coesfeld,Realschule,161470,"Coesfeld, RS Theodor-Heuss",2
BR Münster,Kreis Coesfeld,Realschule,161482,"Coesfeld, RS Freiherr-vom-Stein",1
BR Münster,Kreis Coesfeld,Realschule,161573,"Senden, RS Geschwister-Scholl",2
BR Münster,Kreis Coesfeld,Realschule,183957,"Dülmen, RS Hermann-Leeser-Schule",3
BR Münster,Kreis Coesfeld,Sekundarschule,100112,"Ascheberg, SK Bahnhofsweg",2
BR Münster,Kreis Coesfeld,Sekundarschule,198330,"Rosendahl, SK Paulus van Husen",3
BR Münster,Kreis Coesfeld,Sekundarschule,199620,"Lüdinghausen, SK Tüllinghofer Str.",3
BR Münster,Kreis Coesfeld,Gesamtschule,190743,"Havixbeck, GE Anne Frank",2
BR Münster,Kreis Coesfeld,Gesamtschule,191310,"Olfen, GE Wolfhelmschule Olfen-Datteln",3
BR Münster,Kreis Coesfeld,Gesamtschule,192144,"Nordkirchen, GE Johann-Conrad-Schlaun",1
BR Münster,Kreis Coesfeld,Gymnasium,168129,"Coesfeld, Gym Heriburg",1
BR Münster,Kreis Coesfeld,Gymnasium,168130,"Coesfeld, Gym Nepomucenum",1
BR Münster,Kreis Coesfeld,Gymnasium,168142,"Dülmen, Gym Clemens-Brentano",2
BR Münster,Kreis Coesfeld,Gymnasium,168191,"Lüdinghausen, Gym St.Antonius",1
BR Münster,Kreis Coesfeld,Gymnasium,190810,"Nottuln, Gym Rupert-Neudeck",2
BR Münster,Kreis Coesfeld,Gymnasium,191358,"Senden, Gym Joseph-Haydn",1
BR Münster,Kreis Coesfeld,Gymnasium,193665,"Dülmen, Gym Annette-von-Droste-Hülshoff",1
BR Münster,Kreis Recklinghausen,Grundschule,100094,"Dorsten, GG Bonifatiusschule",4
BR Münster,Kreis Recklinghausen,Grundschule,100115,"Recklinghausen, GG Cornelia Funke Schule",9
BR Münster,Kreis Recklinghausen,Grundschule,106392,"Dorsten, GG (Verb.) Wilhelm-Lehmbruck",1
BR Münster,Kreis Recklinghausen,Grundschule,119477,"Gladbeck, GG Regenbogenschule",5
BR Münster,Kreis Recklinghausen,Grundschule,119519,"Gladbeck, KG Josefschule",3
BR Münster,Kreis Recklinghausen,Grundschule,119532,"Gladbeck, GG Pestalozzischule",3
BR Münster,Kreis Recklinghausen,Grundschule,119570,"Gladbeck, KG Lambertischule",8
BR Münster,Kreis Recklinghausen,Grundschule,119611,"Gladbeck, GG (Verb.) Wilhelmschule",4
BR Münster,Kreis Recklinghausen,Grundschule,119945,"Recklinghausen, GG (Verb.) Hochlarmark",5
BR Münster,Kreis Recklinghausen,Grundschule,119957,"Recklinghausen, GG (Verb.) Ortlohschule",5
BR Münster,Kreis Recklinghausen,Grundschule,119969,"Recklinghausen, GG Liebfrauenschule",8
BR Münster,Kreis Recklinghausen,Grundschule,119970,"Recklinghausen, GG Gudrun-Pausewang",4
BR Münster,Kreis Recklinghausen,Grundschule,120017,"Recklinghausen, GG Hohenzollernstraße",5
BR Münster,Kreis Recklinghausen,Grundschule,120029,"Recklinghausen, GG (Verb.) Im Reitwinkel",8
BR Münster,Kreis Recklinghausen,Grundschule,120030,"Recklinghausen, GG Hillerheide",4
BR Münster,Kreis Recklinghausen,Grundschule,120042,"Recklinghausen,GG(Verb.)Anton-Wiggermann",2
BR Münster,Kreis Recklinghausen,Grundschule,120054,"Recklinghausen, GG (Verb.) Romberg-Speck",3
BR Münster,Kreis Recklinghausen,Grundschule,120066,"Recklinghausen, GG Marien",7
BR Münster,Kreis Recklinghausen,Grundschule,122208,"Haltern, KG Marienschule",5
BR Münster,Kreis Recklinghausen,Grundschule,122210,"Haltern, KG Silverbergschule",2
BR Münster,Kreis Recklinghausen,Grundschule,122221,"Haltern, EG (Verb.) Katharina-von-Bora",2
BR Münster,Kreis Recklinghausen,Grundschule,122245,"Herten, GG Ludgerusschule",7
BR Münster,Kreis Recklinghausen,Grundschule,122257,"Herten, GG (Verb.) Süder Grundschule",5
BR Münster,Kreis Recklinghausen,Grundschule,122269,"Herten, GG Waldschule",2
BR Münster,Kreis Recklinghausen,Grundschule,122270,"Herten, GG Herten-Mitte",6
BR Münster,Kreis Recklinghausen,Grundschule,122282,"Herten, GG Goetheschule",3
BR Münster,Kreis Recklinghausen,Grundschule,122294,"Herten, GG Comenius",1
BR Münster,Kreis Recklinghausen,Grundschule,122336,"Herten, GG Martini",4
BR Münster,Kreis Recklinghausen,Grundschule,122403,"Datteln, GG Albert-Schweitzer-Schule",2
BR Münster,Kreis Recklinghausen,Grundschule,122415,"Datteln, EG Böckenheckschule",5
BR Münster,Kreis Recklinghausen,Grundschule,122439,"Datteln, KG Meckinghoven",3
BR Münster,Kreis Recklinghausen,Grundschule,122440,"Datteln, GG Gustav-Adolf-Schule",5
BR Münster,Kreis Recklinghausen,Grundschule,122464,"Datteln, KG Lohschule",4
BR Münster,Kreis Recklinghausen,Grundschule,122476,"Haltern, KG (Verb.) Heideschule",1
BR Münster,Kreis Recklinghausen,Grundschule,122488,"Oer-Erkenschwick, GG Clemens-Höppe",5
BR Münster,Kreis Recklinghausen,Grundschule,122490,"Oer-Erkenschwick, GG Ewaldschule",3
BR Münster,Kreis Recklinghausen,Grundschule,122506,"Oer-Erkenschwick, GG Haardschule",3
BR Münster,Kreis Recklinghausen,Grundschule,122518,"Oer-Erkenschwick, EG Albert-Schweitzer",6
BR Münster,Kreis Recklinghausen,Grundschule,122555,"Dorsten, GG Albert-Schweitzer",3
BR Münster,Kreis Recklinghausen,Grundschule,122579,"Dorsten, GG Pestalozzischule",2
BR Münster,Kreis Recklinghausen,Grundschule,122580,"Dorsten, GG (Verb.) Antoniusschule",2
BR Münster,Kreis Recklinghausen,Grundschule,122592,"Dorsten, GG (Verb.) Augustaschule",4
BR Münster,Kreis Recklinghausen,Grundschule,122610,"Dorsten, KG Agathaschule",2
BR Münster,Kreis Recklinghausen,Grundschule,122646,"Dorsten, KG Don-Bosco",1
BR Münster,Kreis Recklinghausen,Grundschule,122658,"Dorsten, KG Urbanus",1
BR Münster,Kreis Recklinghausen,Grundschule,122660,"Dorsten, KG Wittenbrinkschule",1
BR Münster,Kreis Recklinghausen,Grundschule,122713,"Marl, GG Käthe-Kollwitz-Schule",4
BR Münster,Kreis Recklinghausen,Grundschule,122737,"Marl, GG Sickingmühleschule",1
BR Münster,Kreis Recklinghausen,Grundschule,122749,"Marl, GG Goethe",5
BR Münster,Kreis Recklinghausen,Grundschule,122774,"Marl, GG August-Döhr-Schule",7
BR Münster,Kreis Recklinghausen,Grundschule,122798,"Marl, GG Martin-Buber-Schule",9
BR Münster,Kreis Recklinghausen,Grundschule,122804,"Marl, GG Pestalozzi",6
BR Münster,Kreis Recklinghausen,Grundschule,122816,"Marl, GG Haard-/Johannesschule",4
BR Münster,Kreis Recklinghausen,Grundschule,122828,"Marl, GG Harkortschule",5
BR Münster,Kreis Recklinghausen,Grundschule,122830,"Marl, GG Bonifatiusschule",7
BR Münster,Kreis Recklinghausen,Grundschule,122841,"Marl, KG Canisiusschule",5
BR Münster,Kreis Recklinghausen,Grundschule,122889,"Marl, GG Overberg",2
BR Münster,Kreis Recklinghausen,Grundschule,122907,"Marl, KG Aloysiusschule",2
BR Münster,Kreis Recklinghausen,Grundschule,122920,"Herten, GG Barbaraschule",6
BR Münster,Kreis Recklinghausen,Grundschule,122932,"Marl, KG Batholomäusschule",1
BR Münster,Kreis Recklinghausen,Grundschule,122944,"Castrop-Rauxel, KG Alter Garten",2
BR Münster,Kreis Recklinghausen,Grundschule,122968,"Waltrop, GG (Verb.) Lindgren Schule",3
BR Münster,Kreis Recklinghausen,Grundschule,122970,"Waltrop, GG Kardinal-von-Galen",3
BR Münster,Kreis Recklinghausen,Grundschule,122981,"Waltrop, GG August-Hermann-Francke",2
BR Münster,Kreis Recklinghausen,Grundschule,129010,"Castrop-Rauxel, GG Am Busch",4
BR Münster,Kreis Recklinghausen,Grundschule,129021,"Castrop-Rauxel, GG Waldschule",3
BR Münster,Kreis Recklinghausen,Grundschule,129045,"Castrop-Rauxel, GG Marktschule",2
BR Münster,Kreis Recklinghausen,Grundschule,129070,"Castrop-Rauxel, GG am Hügel",5
BR Münster,Kreis Recklinghausen,Grundschule,129082,"Castrop-Rauxel, GG Lindenschule",2
BR Münster,Kreis Recklinghausen,Grundschule,129094,"Castrop-Rauxel, GG Wilhelmschule",5
BR Münster,Kreis Recklinghausen,Grundschule,129100,"Castrop-Rauxel, GG Erich Kästner",6
BR Münster,Kreis Recklinghausen,Grundschule,129124,"Castrop-Rauxel, GG (Verb.) Cottenburg",7
BR Münster,Kreis Recklinghausen,Grundschule,129136,"Castrop-Rauxel, KG Elisabeth",4
BR Münster,Kreis Recklinghausen,Grundschule,151476,"Haltern, KG (Verb.) Sythen-Lavesum",1
BR Münster,Kreis Recklinghausen,Grundschule,151488,"Haltern, KG Lambertus",1
BR Münster,Kreis Recklinghausen,Grundschule,183623,"Recklinghausen, GG Kohlkamp",2
BR Münster,Kreis Recklinghausen,Grundschule,184986,"Recklinghausen, GG Im Hinsberg",8
BR Münster,Kreis Recklinghausen,Grundschule,185929,"Dorsten, GG an der Talaue",5
BR Münster,Kreis Recklinghausen,Grundschule,186545,"Recklinghausen, GG(Verb.) Gebrüder-Grimm",5
BR Münster,Kreis Recklinghausen,Grundschule,197373,"Gladbeck, GG Wittringer Schule",7
BR Münster,Kreis Recklinghausen,Grundschule,199400,"Recklinghausen, GG(Verb.) Suderwich",4
BR Münster,Kreis Recklinghausen,Grundschule,199564,"Gladbeck, GG (Verb.) Mosaikschule",6
BR Münster,Kreis Recklinghausen,Grundschule,199874,"Gladbeck, GG (Verb.) Südparkschule",9
BR Münster,Kreis Recklinghausen,Hauptschule,143662,"Gladbeck, GH Erich-Fried",9
BR Münster,Kreis Recklinghausen,Hauptschule,144836,"Haltern, GH Joseph-Hennewig-Schule",4
BR Münster,Kreis Recklinghausen,Hauptschule,144976,"Oer-Erkenschwick, GH Paul-Gerhardt",6
BR Münster,Kreis Recklinghausen,Hauptschule,145130,"Marl, KH Merkelheider Weg",8
BR Münster,Kreis Recklinghausen,Realschule,161196,"Gladbeck, RS Anne-Frank",4
BR Münster,Kreis Recklinghausen,Realschule,161202,"Gladbeck, RS Werner-von-Siemens",6
BR Münster,Kreis Recklinghausen,Realschule,161275,"Recklinghausen, RS Otto-Burrmeister",6
BR Münster,Kreis Recklinghausen,Realschule,161305,"Recklinghausen, RS Dietrich-Bonhoeffer",5
BR Münster,Kreis Recklinghausen,Realschule,161664,"Haltern, RS Alexander-Lebenstein",2
BR Münster,Kreis Recklinghausen,Realschule,161690,"Datteln, RS Wiesenstr.",5
BR Münster,Kreis Recklinghausen,Realschule,161706,"Oer-Erkenschwick, RS Christoph-Stöver",4
BR Münster,Kreis Recklinghausen,Realschule,161755,"Marl, RS Ernst-Immel-Realschule",4
BR Münster,Kreis Recklinghausen,Realschule,161767,"Waltrop, RS Ziegeleistr.",3
BR Münster,Kreis Recklinghausen,Realschule,162735,"Castrop-Rauxel, RS Fridtjof-Nansen",5
BR Münster,Kreis Recklinghausen,Realschule,187008,"Gladbeck, RS Erich-Kästner",5
BR Münster,Kreis Recklinghausen,Realschule,192223,"Herten, RS Willy-Brandt-Schule",6
BR Münster,Kreis Recklinghausen,Realschule,193010,"Recklinghausen, RS Bernard Overberg",6
BR Münster,Kreis Recklinghausen,Sekundarschule,100053,"Dorsten, SK Juliusstraße",4
BR Münster,Kreis Recklinghausen,Sekundarschule,197208,"Herten, SK Martin-Luther-Schule",6
BR Münster,Kreis Recklinghausen,Sekundarschule,198365,"Castrop-Rauxel, SK Sekundarschule Süd",6
BR Münster,Kreis Recklinghausen,Gesamtschule,100126,"Castrop-Rauxel, GE Gesamtsch.Ickern",4
BR Münster,Kreis Recklinghausen,Gesamtschule,184342,"Dorsten, GE Wulfen",3
BR Münster,Kreis Recklinghausen,Gesamtschule,184380,"Gladbeck, GE Ingeborg-Drewitz",8
BR Münster,Kreis Recklinghausen,Gesamtschule,185188,"Herten, GE Rosa-Parks-Schule",8
